Question,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,Group Standard Deviation,Threshold 3,Threshold 4,Threshold 5,Threshold 6,Threshold 7,Threshold 8,Threshold 9,Threshold 10,New Score 3,New Score 4,New Score 5,New Score 6,New Score 7,New Score 8,New Score 9,New Score 10,Question Text
A1,0.0772897221363447,0.0668092567886314,0.0618496803656601,0.0558681412123096,0.0534087426483824,0.04963392033593,0.0478111911302584,0.0464965384288341,0.1039302662428151,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I feel little concern for others.
A10,0.0757014974231451,0.0652074676868661,0.0603592241842516,0.0581031875032858,0.0536140597717772,0.0522526089219759,0.0477246281997779,0.0460117075665322,0.11069171457152241,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I make people feel at ease.
A2,0.0759607519852165,0.0653487099398465,0.0610415715259132,0.0562918343253299,0.0529198401551856,0.051277290707265,0.0477214533149137,0.0459120615760651,0.12852799498635978,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I am interested in people.
A3,0.0758674496171573,0.0661119190483787,0.0611617282812616,0.0558650854293453,0.0532983039967231,0.0534366459480132,0.0476582875879773,0.0459063961466354,0.10235860768016104,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I insult people.
A4,0.0767052661790164,0.0656718449782965,0.061502505804598,0.0571543611339437,0.0521777888870205,0.0494567556451042,0.0474375825028451,0.045586959629221,0.1344678894832636,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I sympathize with others' feelings.
A5,0.0766450777510261,0.0658946621068906,0.0620729531367847,0.0557436471079444,0.0530379273775949,0.0491854949773733,0.0474692851346176,0.0461415444225802,0.12890110051152986,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I am not interested in other people's problems.
A6,0.0769887743194648,0.0662059169242928,0.0615666847073201,0.0553803226590632,0.0527936104733527,0.0501489537209101,0.0479996102161036,0.0465132267742581,0.12184338249682267,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I have a soft heart.
A7,0.0761657966680795,0.0653861518937136,0.061115769260318,0.0557375817499128,0.0526510542999695,0.0496813722472189,0.0475894753383951,0.0457851870723828,0.1450290615073958,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I am not really interested in others.
A8,0.0764421742998574,0.0658682841360525,0.0608080262714233,0.0577660009102251,0.0536702675741548,0.0498140516918224,0.0472566989636405,0.0460826062565266,0.10638077776514877,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I take time out for others.
A9,0.0767452329316683,0.0656451452216006,0.0616608481023767,0.0577715151376377,0.0532974618265134,0.0497105720212251,0.0471966789798952,0.0455150626103714,0.13532193648029486,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I feel others' emotions.
C1,0.0762447845231707,0.0660098314811489,0.0615320919801786,0.0557510162088268,0.0527102423106711,0.0518201490718691,0.047730657472838,0.0467635673583688,0.0764489422562711,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I am always prepared.
C10,0.0763533981501046,0.0657927336781651,0.0611573155063008,0.0556795840330344,0.0532410672527917,0.0501963001213439,0.0470369292932648,0.0462228308884401,0.04969254570047727,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I am exacting in my work.
C2,0.0760576700232901,0.0665106234621547,0.0610865469313945,0.0558529797275149,0.0539900850498994,0.0536936600423273,0.0476208659211099,0.0453644521297107,0.09206906823802948,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I leave my belongings around.
C3,0.0765344445410163,0.0660118367499188,0.061276168105411,0.0555721807598141,0.0528382210388283,0.0530114312421993,0.0478472861511802,0.0461106433091376,0.04196408489227162,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I pay attention to details.
C4,0.0748369950458421,0.0652524114283465,0.0602406298379441,0.0548087340381385,0.0525991094028397,0.0527303163250404,0.0464106396947989,0.0445667697360111,0.13599525834954887,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I make a mess of things.
C5,0.0762836752716783,0.0661601738374844,0.0609521689610013,0.0558940859111288,0.0531557838830988,0.0523909334746858,0.0468359189093414,0.0450735232434326,0.09474551209569691,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I get chores done right away.
C6,0.0758217549412042,0.066306615289658,0.0610309417915944,0.0557929070662319,0.0541896648269364,0.053159081905739,0.0467626202348288,0.0447297261066042,0.11476951624124877,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I often forget to put things back in their proper place.
C7,0.0766826831896469,0.0663543266880356,0.0618262995194546,0.0558785651694752,0.0528921598592652,0.052458610843859,0.0474064213367365,0.0458840206374514,0.05115341395214058,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I like order.
C8,0.0757987369322774,0.0657498185232151,0.0608330503661141,0.0557397537382865,0.052801016091739,0.0536020488750928,0.0475854026174735,0.0456059792184125,0.09754721792998818,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I shirk my duties.
C9,0.0768920622526435,0.0664953512784646,0.0613334303694193,0.0557611787922584,0.0526315328966439,0.0532851534410568,0.047514488769114,0.0454786911141218,0.08221794034689084,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I follow a schedule.
E1,0.0744092231252908,0.064245044217122,0.0602478954275221,0.0570596644942277,0.0529828734933938,0.0509985215589454,0.0469654796402605,0.045577030467775,0.15235389036507088,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I am the life of the party.
E10,0.0746046753398548,0.0643586708180454,0.0598439572622345,0.0538696906627969,0.0521009367459867,0.049614135587782,0.0472774026844808,0.0457738328943742,0.16772635949118134,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I am quiet around strangers.
E2,0.0744690734243241,0.0645057432268051,0.0604792354368525,0.0570543385129164,0.0528185772778837,0.0497425253167444,0.0473677302338524,0.045897264065783,0.165115244798182,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I don't talk a lot.
E3,0.0744240872514522,0.0637461257964037,0.0596358087887006,0.0566234544313156,0.0522557313746861,0.051150035082724,0.0472759365341067,0.0457578288814486,0.17803693599624099,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I feel comfortable around people.
E4,0.074751719225733,0.0642233352383064,0.060327497490957,0.0550100043330451,0.0524248926528412,0.0498399772625057,0.0468732909544624,0.0457737352297916,0.1573907694964879,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I keep in the background.
E5,0.0733503807023812,0.0630807546494581,0.0595817731762097,0.054309293029528,0.0530784228739166,0.0494592610002928,0.0474623393527768,0.0458489477667563,0.18671310816147385,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I start conversations.
E6,0.0749763035864532,0.0648810740888299,0.0606620781035434,0.0581009217534475,0.0540003230984119,0.0505958593373013,0.0479210673657806,0.0460643399176393,0.14445721708223278,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I have little to say.
E7,0.0743096645423499,0.0626979889707719,0.0589777642267789,0.0537432900092516,0.0519625433093739,0.0486447042941407,0.0464160595778826,0.0449008238099946,0.21163567465791486,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I talk to a lot of different people at parties.
E8,0.0755154365802842,0.0655517196523122,0.0610969193297226,0.0581691605298823,0.0541910607758928,0.0498838322985872,0.0474534698214768,0.0458940567737881,0.12098143073075876,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I don't like to draw attention to myself.
E9,0.0746694623726342,0.0646027706789494,0.0601072921831538,0.0574450015771949,0.0531035712679122,0.0526713488068847,0.0473463416866522,0.0460728500441364,0.15720734956732518,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I don't mind being the center of attention.
N1,0.0751289069949777,0.0639674457155353,0.0594828181993685,0.0575386113692135,0.0542183511425956,0.0531850533032962,0.0471690665364884,0.0456827614913676,0.16341264163439317,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I get stressed out easily.
N10,0.0741197473940187,0.0635714653879426,0.0592003186506806,0.0573877967275232,0.0526609746614498,0.0530110369018747,0.047326041198875,0.045272053864149,0.1708408574280373,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I often feel blue.
N2,0.0763795202226129,0.0654081875537528,0.0605200523984913,0.0583430898207157,0.0550562666402977,0.053319365903252,0.0478643728663458,0.0462672686748445,0.10753024913309664,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I am relaxed most of the time.
N3,0.0753904476371891,0.0647816057966099,0.0599135670077626,0.0580109701341921,0.0549519853132979,0.0532686825706598,0.0478401952565629,0.0465142571951436,0.1273798642679602,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I worry about things.
N4,0.076671660634802,0.065770501251285,0.0612933697472675,0.0581198251730457,0.0534613844222886,0.0537212438055944,0.0481566527740443,0.0465071458964274,0.08308185765399288,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I seldom feel blue.
N5,0.0752387602335967,0.0651096060218937,0.0608173290488329,0.055442047454556,0.0539643545945748,0.0518946569278192,0.0476989611123663,0.0460535092240295,0.13305965235670028,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I am easily disturbed.
N6,0.0739959715256444,0.0632069405338593,0.0595079041918077,0.0541381624517805,0.0538140636076709,0.0524879688501482,0.0467205390511456,0.0452677302586835,0.18264713206978964,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I get upset easily.
N7,0.0730251626552136,0.0633797050857054,0.0588216370261855,0.0545726248268279,0.0526018890613384,0.0526092576102919,0.0467051107033073,0.0451493953579727,0.1712475162092466,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I change my mood a lot.
N8,0.0723016018805382,0.062902714262151,0.0589107163076793,0.056482801232276,0.0535440884766757,0.0523625377684199,0.0468475166969025,0.0447879455831795,0.1884547831421696,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I have frequent mood swings.
N9,0.0735919828950696,0.0637996476621542,0.0596025290796462,0.0549901432316976,0.0522116187690503,0.0527951225259792,0.0466804435040496,0.0453529407060071,0.1615877923526659,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I get irritated easily.
O1,0.0767377327743159,0.0662711055484498,0.0614613045212481,0.055874080988029,0.0524602926072371,0.0529838333246169,0.0468150047251097,0.0457063341340055,0.04429319595596076,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I have a rich vocabulary.
O10,0.076388011758307,0.0657841430879444,0.060903937525881,0.0553091836028809,0.0528358772061243,0.0526606119156703,0.0474546091317275,0.0454173759616975,0.05747573697575433,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I am full of ideas.
O2,0.0768360439440921,0.06632263600076,0.0616970474226626,0.058567310119155,0.0540018129814584,0.0536510652980077,0.047616172326568,0.0455325869774593,0.059088826274115006,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I have difficulty understanding abstract ideas.
O3,0.0765221778870791,0.066058359423487,0.0610396653759711,0.0582124046378572,0.0530219764210463,0.0535752469428149,0.0469810629885907,0.0460551951121873,0.031990935467004246,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I have a vivid imagination.
O4,0.0768160827530597,0.0661733307622566,0.0612781256645074,0.0586854662233046,0.0541322764621973,0.0504524088361148,0.0479435199737188,0.0446799613585111,0.035562301686359196,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I am not interested in abstract ideas.
O5,0.07616217468062,0.0657714185763735,0.0608372007875579,0.057483590000884,0.0531410089632672,0.0501158182658961,0.0471670478268595,0.0455788719657575,0.05710961734670804,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I have excellent ideas.
O6,0.0767183847294648,0.06624773302531,0.0615467465281876,0.0583563207791383,0.0529688261856276,0.0502118512697684,0.0478261128344078,0.0460248295895715,0.04188974608513558,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I do not have a good imagination.
O7,0.0762819872470498,0.0658350493279328,0.0610065297108436,0.0580177686079324,0.053357016810457,0.0531253043922717,0.0472599075470987,0.0458766840913861,0.0490418628106765,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I am quick to understand things.
O8,0.0771286863300748,0.066789643775857,0.0613105273821657,0.0556217815064071,0.0526767840683029,0.0534848563584316,0.0474418552803866,0.0458566689018056,0.045274587440542205,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I use difficult words.
O9,0.0764804314894898,0.0658475998146101,0.0612051580198146,0.0584196406105391,0.0531693402993235,0.0500286006848652,0.047885938104866,0.046263772715209,0.031401971580512916,0.07548853721606705,0.06521814140437901,0.06066395871654634,0.05760907361796695,0.05254644406213713,0.05307646931467092,0.04744030267638262,0.04551387827109723,0.15493754129000797,0.14224206359002006,0.12159017596308994,0.06877588439717496,0.13622338900447703,0.059683770200357346,0.06333812521756807,0.08788381584793302,I spend time reflecting on things.
